CM results	2007-4-30 15:21:34
Model 1 Test Correct rate: 0.50595 Correct rate: 0.50367 and variable number: 3 Class Map: 1
Test false positives: 0	Test false negatives: 0	false positives: 0	false negatives: 0
COLUMN_1   COLUMN_2   COLUMN_3
Training Set	
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|102|118.609|-122.751|-254.44|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|104|26.977|-30.0577|-390.46|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
CTC-0054|102|8.59139|-55.0974|-421.44|	2	1
